ArticleId,text,label
932,irish markets reach all-time high irish shares have risen to a record high  with investors persuaded to buy into the market by low inflation and strong growth forecasts.  the iseq index of leading shares closed up 23 points to 6661.89 on thursday  fuelled by strong growth in banking and financial stocks. a fall in the rate of inflation to 2.3% in january gave a fresh boost to shares which have advanced 4% this month. the economy is set for strong growth in 2005 while interest rates remain low.  several of ireland s biggest companies saw their market value hit recent highs on thursday. allied irish banks  ireland s biggest company by capitalisation  touched a five year peak while bank of ireland shares rose to their highest level since august 2002.  telecoms firm eircom  which recently revealed that it would re-enter the irish mobile phone market  hit a yearly high. analysts said that economic conditions were benign and irish shares were still trading at a discount to other european markets.  ireland ticks all the boxes as far as international investors are concerned   roy asher  chief investment officer of hibernian investment managers  told reuters.  buoyant economic conditions are set to continue in ireland over the next few years and irish equities continue to offer quality growth at a reasonable valuation.   bernard mcalinden  head of equity research at ncb stockbrokers  said equities represented good value compared to other investments.  it is still looking good   he told reuters.  we have seen good economic data on ireland which benefits the financial stocks.  ireland s economic  miracle  is enjoying a second wind  with 5% growth forecast for 2005 and 2006. the economy cooled markedly between 2001 and 2003 after enjoying spectacular growth of more than 10% in 2000. however  it has bounced back strongly with growth of just under 5% expected in 2004.,business
1487,wenger rules out new keeper arsenal boss arsene wenger says he has no plans to sign a new goalkeeper during the january transfer window.  wenger has brought in manuel almunia for the last three games for the out-of-form jens lehmann - but the spaniard himself has been prone to mistakes. there have been suggestions that wenger will swoop for a high-quality shot-stopper in the new year. but he told the evening standard:  i don t feel it will be necessary to bring in a new goalkeeper in january.  the gunners manager refused to comment on the difficult start that 27-year-old almunia has made to his career at highbury. and he would not be drawn on whether lehmann would return for the top-of-the table clash with chelsea on sunday.  almunia was at fault for rosenborg s goal in arsenal s 5-1 champions league win on tuesday and had some hairy moments in last week s win over birmingham. but wenger said earlier this week that his indifferent form was down to pressure caused by being under scrutiny from the media.  the debate has gone on too long. everyone has an opinion and i do not have to add to it   wenger added. arsenal have been linked with middlesbrough keeper mark schwarzer  fulham s edwin van der sar and parma s sebastien frey. and wenger has no immediate plans to recall former england under-21 international stuart taylor from his loan spell at leicester.,sport
611,broadband fuels online expression fast web access is encouraging more people to express themselves online  research suggests.  a quarter of broadband users in britain regularly upload content and have personal sites  according to a report by uk think-tank demos. it said that having an always-on  fast connection is changing the way people use the internet. more than five million households in the uk have broadband and that number is growing fast.  the demos report looked at the impact of broadband on people s net habits. it found that more than half of those with broadband logged on to the web before breakfast. one in five even admitted to getting up in the middle of the night to browse the web.  more significantly  argues the report  broadband is encouraging people to take a more active role online. it found that one in five post something on the net everyday  ranging from comments or opinions on sites to uploading photographs.  broadband is putting the  me  in media as it shifts power from institutions and into the hands of the individual   said john craig  co-author of the demos report.  from self-diagnosis to online education  broadband creates social innovation that moves the debate beyond simple questions of access and speed.  the demos report  entitled broadband britain: the end of asymmetry   was commissioned by net provider aol.  broadband is moving the perception of the internet as a piece of technology to an integral part of home life in the uk   said karen thomson  chief executive of aol uk   with many people spending time on their computers as automatically as they might switch on the television or radio.  according to analysts nielsen//netratings  more than 50% of the 22.8 million uk net users regularly accessing the web from home each month are logging on at high speed they spend twice as long online than people on dial-up connections  viewing an average of 1 444 pages per month. the popularity of fast net access is growing  partly fuelled by fierce competition over prices and services.,tech
775,uk  needs true immigration data  a former home office minister has called for an independent body to be set up to monitor uk immigration.  barbara roche said an organisation should monitor and publish figures and be independent of government. she said this would counter  so-called independent  groups like migration watch  which she described as an anti-immigration body posing as independent. migration watch says it is not against all immigration and the government already publishes accurate figures. sir andrew green  chairman of the organisation  says there is no need for an independent body because office of national statistics data are accurate. he says he opposes large-scale immigration  both on the grounds of overcrowding and culture .  he said:  for example  over the next 20 years one household in three will be due to immigration.  we are already more overcrowded than india and we are four times more overcrowded than france.  ms roche  labour mp for hornsey and wood green  believes legal migration is something we should welcome. she said her proposals mean  we wouldn t have so-called independent experts  like migration watch  who come into this debate from an anti-immigration point of view.  she went on:  what i would like to see is there being a body which actually looked at the figures  published them  and was independent of government.  i think that would go a long way to allaying some of the fears that are sometimes whipped up during this debate.,politics
1523,fed chief warning on us deficit federal reserve chairman alan greenspan has warned that allowing huge us budget deficits to continue could have  severe  consequences.  speaking to the house budget committee he urged congress to take action to cut the deficit  such as increasing taxes. while the us economy is growing at a  reasonably good pace  he warned that budget concerns were clouding the economic outlook for the us. pension and healthcare costs posed the greatest risks to the economy  he said.  the government program faces severe financial strains in coming decades as the massive baby-boom generation retires.  i fear that we may have already committed more physical resources to the baby-boom generation in its retirement years than our economy has the capacity to deliver. if existing promises need to be changed  those changes should be made sooner rather than later   mr greenspan said. he also warned that unless the nation sees unprecedented rises in productivity  retirement and health programmes would need  significant  changes. he called on congress to cut promised benefits for retirees  as the promised benefits for the soon-to-retire baby boom generation were much larger than the government could afford.  meanwhile any move to narrow the deficit gap by raising taxes could pose a significant risk to the economy by dampening growth and spending  he added. he also urged congress to reinstate lapsed rules that require tax cuts and spending to be offset elsewhere in the budget in an effort to prevent the us heading further into the red. despite the dire warnings  mr greenspan did offer some good news for the short term. as us growth gathers steam and incomes rise that should lead to a narrowing of the deficit. recent increases in defence and homeland security spending were also not expected to continue indefinitely  which should cut some costs. since president george w bush came to office the federal budget has swung from a record surplus to a record deficit of $412bn last year.,business
303,quiksilver moves for rossignol shares of skis rossignol  the world s largest ski-maker  have jumped as much as 15% on speculation that it will be bought by us surfwear firm quiksilver.  the owners of rossignol  the boix-vives family  are said to be considering an offer from quiksilver. analysts believe other sporting goods companies may now take a closer look at rossignol  prompting an auction and pushing the sale price higher. nike and k2 have previously been mentioned as possible suitors.  rossignol shares touched 17.70 euros  before falling back to trade 7.8% higher at 16.60 euros. european sporting goods companies have seen foreign revenues squeezed by a slump in the value of the us dollar  making a takeover more attractive  analysts said. companies such as quiksilver would be able to cut costs by selling rossignol skis through their shops  they added. the boix-vives family is thought to have spent the past couple of years sounding out possible suitors for rossignol  which also makes golf equipment  snowboards and sports clothing.,business
91,slovakia reach hopman cup final slovakia will play argentina in the final of the hopman cup after beating group b rivals the netherlands 3-0.  daniela hantuchova defeated michaella krajicek 6-4 6-2 to give the slovaks the perfect start before dutchman peter wessels retired against dominik hrbaty. wessels was unable to compete in the mixed doubles but slovakia had already booked their place in the final for the second year running. argentina claimed top spot in group a with three wins from three matches. in the other group b match  the united states defeated australia 2-1.  meghann shaughnessy lost the opening match against alicia molik but james blake levelled the tie with a 6-3 6-4 win over paul baccanello  who came in as a replacement for the injured mark philippoussis. blake and shaughnessy then beat molik and baccanello in a tense mixed doubles contest to take the win. hantuchova  who did not win a hopman cup singles match in 2004  has been in good form during this year s event and has won two of her three matches.  i feel like it s really deserved this time as i ve helped dominik to get through   she said.  i think if i keep going the way i have been in the past few matches then i will be okay.  i was really pleased with my last two singles  even the first one  which was a really high standard.  you can t ask for a better preparation than to play a few matches here for the australian open.,sport
1184,arthur hailey: king of the bestsellers novelist arthur hailey  who has died at the age of 84  was known for his bestselling page-turners exploring the inner workings of various industries  from the hotels to high finance.  born in luton  bedfordshire  on 5 april 1920  hailey was the only child of working class parents  they could not afford to keep him in school beyond the age of 14. he served as a pilot with the royal air force during world war ii  flying fighter planes to the middle east. it was an occupation that was later to feature in his authorial debut  the television screenplay flight into danger. hailey emigrated to canada in 1947  where he eventually became a citizen. he wanted to be a writer from an early age  but did not take it up professionally until his mid-thirties  when he was inspired to write his first screenplay while on a return flight to toronto.   i fell to daydreaming. i visualised the pilots at the controls and wondered what would happen if they both got sick. could i fly the airplane  i was a rusty wartime pilot who hadn t flown for nine years...   hailey later recalled. the canadian broadcasting corporation bought flight into danger for $600 (£318) and it was shown on tv in april 1956. it was later memorably spoofed in the 1980 comedy airplane!  starring leslie nielsen. hailey worked as a screenwriter for a couple of years  before turning to novels. he went on to produce 11 best-selling books  which were published into 38 languages in 40 countries. flight into danger was adapted to become hailey s first novel  runaway zero-eight in 1958. the final diagnosis and in high places followed  both achieving a popular following. but it was not until hotel  in 1965  that hollywood came calling. the hit novel took four years to write  and stayed on national best-seller lists for a full year. it was turned into a movie in 1967 and later adapted into a glossy soap in the 1980s  starring james brolin. airport (1968) arguably remains hailey s best-loved work and prompted the disaster movie genre. the thriller follows events in the sky  and on the ground at a snow-logged airport  when a terrorist boards an airplane with a bomb.  the book was adapted into a hit film in 1970  starring burt lancaster as the harassed aiport manager and dean martin as a womanising pilot  alongside jean seberg and jacqueline bisset. in a testament to the popularity of the fledgling disaster genre - three sequels followed. the writer was known for his painstaking research into the professions around which each novel was centred  drawing his characters  from real life  and taking up to three years to produce each book.  i have never been able to write quickly or easily. i am too self-critical for that. i am never satisfied   he once said. in 1969  he moved to nassau in the bahamas  with his wife sheila. wheels (1971)  the moneychangers (1975) and overload (1979) followed. despite a lukewarm response from critics  and few literary accolades  hailey was at the height of his fame in the seventies and continued to attract the attention of hollywood producers. strong medicine  hailey s blockbuster focusing on the pharmaceutical industry  was turned into a film in 1986  starring sam neill  douglas fairbanks jr and a panoply of former soap stars. the 1997 novel detective proved to be hailey s final book  when at the age of 77 he decided to retire. hailey s health began to deteriorate in recent years  twice undergoing heart surgery. he suffered a stroke just two months ago. he died in his sleep on wednesday  after dinner with his wife and two of his six children at his home in new providence island.  he had a wonderful life. his greatest ambition was to see his name on a book and he certainly achieved that   said his wife  sheila.,entertainment
449,collins calls for chambers return world 100m champion kim collins says suspended sprinter dwain chambers should be allowed to compete in the olympics again.  chambers was banned for two years after testing positive for the anabolic steroid thg and his suspension runs out in november this year. but collins says the british olympic association should reverse the decision to ban him from the olympics for life.  it was too harsh   collins told radio five live.  they should reconsider.  chambers has been in america learning american football but has not ruled out a return to the track. collins added:  he is a great guy and i have never had any problems with him. we are friends.  i would like to see dwain come back and compete again. he is a good person.  even though he made a mistake he understands what he did and should be given a chance once more.,sport
1778,tevez - an argentine in brazil some 65 years ago bernardo gandulla left boca juniors in his native argentina and headed for brazil.  he arrived at the vasco da gama club with considerable prestige - which he failed to live up to. he left an impression  but not for reasons he would have wanted. the only thing of note he did was to throw the ball back when it went out of play. even today   gandula  is the term used in brazil for ballboy. brazilians delighted in the failure of gandulla then  and many will delight now if history is repeated. another boca juniors player is coming to brazil.  the new maradona  - carlos tevez - is joining corinthians for nearly $20m in a strong candidate for the strangest move of the year. corinthians - or the london-based company who have just entered into partnership with them - appear to have paid well above the odds for tevez. it is particularly strange as - until last week - tevez was not even an especially big name in brazil  where the argentine championship is not shown.  presumably there is some financial logic behind the move. what is harder to work out is why tevez should be interested in heading north  rather than across the atlantic. argentina s brightest new star hit top form in august as he spearheaded the charge towards the olympic gold medal. but the subsequent months have not been easy for tevez. boca re-signed martin palermo  forcing tevez to vacate his favoured centre forward role. and off the pitch he gave the press plenty to report - atletico madrid gave up on him after declaring his private life to be  disorganized.  hounded by the press  tevez grew tired of his life in buenos aires. so now he says that he is heading for corinthians in search of  tranquillity.  anyone acquainted with the city of s&#227;o paulo will relish the nonsense of this declaration. brazil s biggest city is a sprawling  ugly  restless metropolis. once it shared with buenos aires the same melancholy air of a city of italian immigrants.  but that world now lies buried under skyscrapers. the most turbulent place in this frenetic city is sport club corinthians. it is the most passionately supported club in brazil. pel&#233; scored reams of goals against them  reasoning that unless he did something special the corinthians fans were capable of winning the game on their own. that passion can also be turned against the team - especially nowadays  when the level of urban violence gives a hysterical edge to life in brazil s big cities. corinthians fans have invaded the dressing room or ambushed the team coach to attack the players. tevez  then  can kiss tranquillity goodbye. he can also say farewell to the copa libertadores  south america s champions league. corinthians have not qualified. indeed  he will have a long wait for a worthwhile match. next year s brazilian championship only gets underway at the end of april. until then he will have to make do with the foolish s&#227;o paulo state championship  an appalling waste of his talent. there will be matches in small towns on poor pitches with plenty of defenders keen to kick him all the way back to argentina. like so many of the top south american players  tevez has the gift of being able to surprise - to feint right and go left  to pass when he was expected to dribble  to shoot and catch the goalkeeper unawares. but his choice of destination is the biggest surprise of all.,sport
1469,election  could be terror target  terrorists might try to target the uk in the run-up to the election  london s most senior police officer has said.  sir ian blair said terror groups would remember the effect of the madrid bomb on spain s general election last year. other potential targets were the royal wedding and the uk s presidency of the european union and g8  he said. he refused to say if there was specific information about the risk of a pre-poll attack. no 10 was similarly cautious but said the threat was real.  the comments come after tony blair defended his controversial anti-terror proposals  warning that it would be wrong to wait for an attack before acting. sir ian told a meeting of the metropolitan police authority it would be  unwise  to speculate about whether there was specific information about risks of a pre-election attack. but he said:  terrorists have long memories. they understand what happened in madrid and know what the impact of that was on the spanish electorate.   this year we are responsible for the eu presidency  presidency of the g8  a royal wedding and a general election.  there are obvious and enormous targets which we have to deal with.  sir ian said the debate over anti-terror plans was one for politicians  not the police  who would enforce any new powers.  home secretary charles clarke has also warned that a madrid-style pre-election bombing could happen in the uk too. asked about sir ian s comments  the prime minister s official spokesman said:  we believe the threat is real.  the spokesman declined to comment on whether the security services had received specific intelligence relating to a possible attack during the election campaign. he said no 10 did not disclose any security advice they received. earlier  writing in the daily telegraph  the prime minister conceded that plans to detain suspects under house arrest without trial were  difficult issues for any government . the commons has approved the measures despite considerable opposition  with the government s majority more than halved as 32 labour rebels joined tory and lib dem opposition. but mr blair insisted:  there is no greater civil liberty than to live free from terrorist attack.   tory leader michael howard has accused mr blair of steamrolling the house arrest plans and of  using national security for political point scoring . liberal democrat leader charles kennedy says that the plan is a further example of labour s  authoritarian  response to crises. the prevention of terrorism bill proposes  control orders   which as well as house arrest could impose curfews  tagging or bans on telephone and internet use. they would replace current powers to detain foreign terror suspects without trial  which the law lords have ruled against. but critics are concerned that it would be the home secretary and not judges who decided to impose control orders. the plans face further commons scrutiny on monday before passing to the lords.,politics
1260,uk heading wrong way - howard tony blair has had the chance to tackle the problems facing britain and has failed  michael howard has said.   britain is heading in the wrong direction   the conservative leader said in his new year message. mr blair s government was a  bossy  interfering government that takes decisions that should be made by individuals   he added. but labour s campaign spokesman fraser kemp responded:  britain is working  don t let the tories wreck it again . mr howard also paid tribute to the nation s character for its generous response to the asian quake disaster. the catastrophe was overshadowing the hopes for the future at this usually positive time of the year  mr howard said.   we watched the scenes of destruction with a sense of disbelief. the scale  the speed  the ferocity of what happened on boxing day is difficult to grasp.  yet britain s response has shone a light on our nation s character. the last week has shown that the warm  caring heart of britain beats as strong as ever.  he went on to reflect on the values that  most britons hold dear . looking ahead to the coming general election  he pledged to  turn these beliefs into reality  and set out the choices he says are facing britain.  how much tax do people want to pay  who will give taxpayers value for money  the clean hospitals and good  disciplined schools they want   who can be trusted to get a grip on the disorder on our streets and the chaos in our immigration system    mr blair has failed to tackle these problems  he claimed  saying he has the  wrong solution  to them.   the result is big government and higher taxes eroding incentives  undermining enterprise and denying people choice.  worst of all  it is a government that has wasted people s money and failed to tackle the problems families face today.  the tories  he said  can cut crime and improve public services without asking people to pay more taxes.  we can have progress without losing what makes britain great - its tolerance  the respect for the rule of law  the ability of everyone to fulfil their potential.  we simply need to change direction. the election will give britain the chance to change.  this is the record mr blair will have to defend in the coming months  he said  urging voters to hold him to account.  but labour spokesman mr kemp said:  it would be more appropriate for this message to come out on 1 april  not 1 january.   let us never forget that when michael howard was in government britain suffered mass unemployment  15% interest rates  record home repossessions  and the introduction of the poll tax.  with labour britain is working. rather than alluding to false promises michael howard should be starting 2005 with an apology to the british people for the misery that the government  of which he was a member  inflicted upon the country.,politics
2044,the year search became personal the odds are that when you fire up your browser  you go straight to your favourite search engine  rather than type in a web address.  some may see this as the height of laziness  but in an era of information overload  search has become a vital tool in navigating the net. it is symptomatic of how the way we use the internet is changing. and as google has shown  there is money in offering a service that people cannot live without. there is no shortage of companies vying for the loyalty of web searchers  offering a wealth of different services and tools to help you find what you want. over the past 12 months  giants of the technology world such as microsoft and yahoo have sought to grab a slice of the search action.  user experience has contributed to people searching more   said yonca brunini of yahoo. as people become more familiar with the internet  they tend to spend more time online and ask more queries  she said.  the other second thing is broadband   ms brunini told the bbc news website.  this will do to internet what colour has done to tv.   but search is hardly a new phenomenon. it has been around since the early days of the net.  veteran surfers will remember old-timers like hotbot and altavista.  search was always important   said urs holzle  google vice-president of operations.  we trumpeted that in 1999. it is even truer now as there are more users and more information.   people didn t realise that search was the future. the financials have something to do with it.  google has shown web commerce can work through its targeted small adverts  which appear at the top and down the right-hand side of a page and are related to the original search. these small ads helped google reach revenues of $805.9m for the three months to september. others have woken up to the fact that you can make money out of web queries.  once you see there is a market  microsoft is bound to step to it. if microsoft sees search as important  then nobody queries it   said mr holzle.  microsoft is just one of the net giants muscling in on search. yahoo  ask jeeves  amazon and a handful of smaller outfits are all seeking to capture eyeballs.  web users face a plethora of choices as each company tries to outflank google by rolling out new search products such as desktop search. it reflects how the battlefield has shifted from the net to your pc. search is not just about finding your way around the web. it is now about unlocking information hidden in the gigabytes of documents  images and music on hard drives. for all these advances  search is still a clumsy tool  often failing to come up with exactly what you had in mind. in order to do a better job  search engines are trying to get to know you better  doing a better job of remembering  cataloguing and managing all the information you come across.  personalisation is going to be a big area for the future   said yahoo s yonca brunini.  whoever cracks that and gives you the information you want is going to be the winner. we have to understand you to give you better results that are tailored to you.  this is perhaps the holy grail of search  understanding what it is you are looking for and providing it quickly. the problem is that no one yet knows how to get there.,tech
19,japanese banking battle at an end japan s sumitomo mitsui financial has withdrawn its takeover offer for rival bank ufj holdings  enabling the latter to merge with mitsubishi tokyo.  sumitomo bosses told counterparts at ufj of its decision on friday  clearing the way for it to conclude a 3 trillion yen ($29bn) deal with mitsubishi. the deal would create the world s biggest bank with assets of about 189 trillion yen ($1.8 trillion). sumitomo s exit ends the most high profile fight in japanese bank history.  ufj holdings  japan s fourth-largest bank  has been at the centre of a fierce bid battle over the last year. sumitomo  japan s third-largest bank  tabled a higher offer for ufj than its rival  valuing the company at $35bn.  however  ufj s management was known to prefer the offer from mitsubishi tokyo financial group (mtfg)  japan s second-largest bank. concerns were also raised about sumitomo s ability to absorb ufj and the former has now admitted defeat.  we believe the market and most investors accept a ufj-mtfg merger   sumitomo said in a statement.  given the ongoing integration of ufj and mtfg operations  persisting with our proposal may not be in the best interests of our shareholders or ufj s.   mitsubishi s takeover of ufj - which will be japan s largest-ever takeover deal - will still have to be approved by shareholders of the two firms. however  this is expected to be a formality. sumitomo may now turn its attention to deepening its ties with daiwa securities  another japanese financial firm. the two are set to merge their venture capital operations and there has been speculation that this could lead to a full-blown merger. japanese banks are increasingly seeking alliances to boost profits.,business
666,uk  risks breaking golden rule  the uk government will have to raise taxes or rein in spending if it wants to avoid breaking its  golden rule   a report suggests.  the rule states that the government can borrow cash only to invest  and not to finance its spending projects. the national institute of economic and social research (niesr) claims that taxes need to rise by about £10bn if state finances are to be put in order. the treasury said its plans were on track and funded until 2008. according to niesr  if the government s current economic cycle runs until march 2006 then it is  unlikely  the golden rule will be met. should the cycle end a year earlier  then the chances improve to  50/50 . either way  fiscal tightening is needed  niesr said.  the report is the latest to call into question the viability of government spending projections. earlier this month  accountancy firm ernst & young said that chancellor of the exchequer gordon brown s forecasts for tax revenues were too optimistic.  it claimed revenues were likely to be £6bn below estimates by the end of the tax year despite the economy growing in line with forecasts. a treasury spokesperson dismissed the latest claims  saying it was  on track to meeting spending rules and the golden rule in the current cycle and beyond .  spending plans have been set out until 2008 and they are fully affordable.  other than its warning on possible tax hikes  the niesr report was optimistic about the state of the uk and global economy.  it said the recent record-busting surge in oil prices would have a limited effect on worldwide expansion  saying that if anything the  world economy will continue to grow strongly . global gross domestic product (gdp) is tipped to be 4.1% this year  dipping to 4% in 2005  before picking up again to 4.2% in 2006. the us will continue to drive expansion until 2006  albeit at a slightly slower rate  as will be the case in japan. hinting at better times for uk exporters  niesr said the euro zone  is expected to pick up speed .  growth in britain also is set to accelerate  it forecast.  despite weak growth in the third quarter  the forces sustaining the upswing remain intact and the economy will expand robustly in 2005 and 2006   niesr said  adding that  the economy will become better balanced over the next two years as exports stage a recovery . gdp is expected at 3.2% in 2004  and 2.8% in both 2005 and 2006. the main cloud on the horizon  niesr said  was the uk s much analysed and fretted over property market.,business
853,prince crowned  top music earner  prince earned more than any other pop star in 2004  beating artists such madonna and elton john in us magazine rolling stone s annual list.  the singer banked $56.5m (£30.4m) from concerts  album and publishing sales with his musicology tour and album. he kept madonna in second place  as she earned $54.9m (£29.5m) while embarking on her global re-invention tour. veterans simon and garfunkel were in 10th place  their comeback tour helping them earn $24.9m (£13.4m) last year.   prince returned to centre stage after a decade in the commercial wilderness   the magazine reported. the singer s 2004 tour took $90.3m (£48.5m) in ticket sales and he sold 1.9 million copies of his latest album musicology.  although she grossed more than prince last year  madonna remained in second place because of the  monumental  production costs of her tour. heavy metal band metallica s madly in anger with the world tour helped push their 2004 earnings up to $43.1m (£23.1m). they were ahead of sir elton john  who took fourth place and almost $42.7m (£23m) from performances including a debut on the las vegas strip. other seasoned performers in the list included rod stewart  whose sold-out shows and third volume of the great american songbook covers album helped net him £35m (£19m). the highest-ranking rap act in the list was 50 cent  who at number 19 took $24m (£13m) to the bank.,entertainment
844,france starts digital terrestrial france has become the last big european country to launch a digital terrestrial tv (dtt) service.  initially  more than a third of the population will be able to receive 14 free-to-air channels. despite the long wait for a french dtt roll-out  the new platform s backers hope to emulate the success of its uk free-to-air counterpart  freeview. recent figures from the uk s regulator ofcom showed freeview was more popular than the sky digital satellite service. in the three months to september 2004  almost five times as many people signed up to the uk s free-to-air dtt service compared with sky. almost 60% of uk households have gone digital on at least one television set through cable  satellite or freeview.  the french dtt platform is known as tnt  which stands for tv numerique terrestre or digital terrestrial television. but it is being branded as television numerique pour tous  or  digital television for all . tnt is a joint venture between public broadcaster france televisions and a handful of cable and satellite operators. digital terrestrial tv will launch as a free-to-air platform to start with  adding pay-tv channels later. thirty-five contenders have bid for an additional eight frequencies on top of the 14 already allocated.  a couple of years ago  dtt had a bad image   said olivier gerolami  chief operating officer of tnt.   but everyone s impressed with dtt in the uk  italy and germany  and they realise it is a very good idea.  france is the poorest market in europe in terms of free-to-air national channels  so it has the potential to be one of the biggest dtt markets   mr gerolami added in remarks quoted by the us entertainment industry paper variety. tnt aims to reach 35% of france s population at launch  from 17 transmission sites. the transmission area will initially include paris  lille  lyon and toulouse. eventually there will be 115 sites reaching over 80% of homes. digital terrestrial set-top boxes are available from as little as 70 euros (£50). a recent survey by mediametrie found that 70% of people interviewed were aware of dtt  and 25% were planning to buy a digital receiver. consumer electronics companies such as nokia  sagem  sony and thomson are gearing up for production. the conseil superieur de l audiovisuel (csa)  the french broadcasting regulator  said:  following the recent success of freeview in the uk  some manufacturers are optimistic about sales prospects . media analysts believe that initially the majority of viewers will buy inexpensive set-top boxes that are unable to support interactive services. the csa said the current aim of reaching 85% of the population by 2007 was achievable  but the future of the remaining tv viewers required action by the public sector. for the most part  they are people living in mountainous or border areas  which will remain beyond the reach of digital terrestrial tv for years.  up to 15 pay-tv channels will launch on dtt between september 2005 and march 2006. leading pay-tv operators canal plus and tps have submitted bids to market bouquets of channels. free-to-air services will be broadcast in mpeg-2 format. but pay-tv operators will be allowed to broadcast in mpeg-4 - a much better compression technology - which will potentially allow for high-definition (hd) subscription services in the future. tnt expects between 700 000 and one million dtt set-top boxes to be sold in 2005.  it is difficult to tell how quickly it will take off   said mr gerolami   but we re optimistic that it will revolutionise television in france.  other analysts were less optimistic  predicting consumers would now be less likely to sign up for pay-tv subscriptions.  we think free dtt could put brakes on the underlying growth of pay-tv in france   said henri de bodinat  vice-president of the arthur d. little consultancy.,tech
1919,uk tv channel rapped for csi ad tv channel five has been criticised for sending  offensive  and  threatening  advertising material to viewers for a new show about murder scene scientists.  five mailed thousands of fake dossiers including photos of murder victims and an e-mail suggesting the recipient was being stalked by a serial killer. following complaints  the advertising standards authority contacted five to cease promotion of crime show csi:ny. five admitted it had sent out 55 000 promotion packs but had now stopped. the promotion material was sent in brown envelope of the type used by investigators in the series  a spin-off from the highly successful csi: crime scene investigation series  which also runs on five. the pack also features pictures of forensic evidence from a crime scene and a wanted poster  which did have a csi:ny logo printed in large at the bottom.  five said it had received 100 complaints but that it had been surprised at the reaction because it was  obvious this material is promoting a drama . a five spokesman said:  in light of the efforts we have made to make the nature of the contents so transparent we are surprised a very small minority of recipients have mistaken it as anything else.  everyone who was sent this promotion has expressed an interest in receiving details about this particular genre of programming on various websites.  we have also received emails and calls from recipients praising the originality and imagination of the campaign.,entertainment
344,blair returns from peace mission prime minister tony blair has arrived back from his diplomatic mission to the middle east to try to resurrect the peace process.  mr blair held talks with his israeli counterpart  ariel sharon  and the palestinian leader  mahmoud abbas. he confirmed that a renewed drive to reform the palestinian authority and address security issues would come at a london conference in march. mr blair also made a surprise trip to iraq this week. the israelis described the meeting as important but said they would not need to attend. mr blair briefly visited the tomb of yasser arafat in ramallah - the first world leader to do so. he nodded briefly towards the tomb  rather than lay a wreath  in what palestinian officials said was a compromise gesture agreed at the last minute.  the bbc s paul reynolds says the london conference will be a limited measure to shore up the leadership of mahmoud abbas  also known as abu mazen  who is expected to win the palestinian presidential election on 9 january. at a news conference following talks with mr blair  mr abbas said the british prime minister was  in a unique position to help us progress in our peaceful pursuit . he added:  your endeavour to hold a conference in london is another example of your deep commitment to this purpose.  in an interview with the bbc s political editor andrew marr  mr blair said getting progress between israelis and palestinians would be  tough  but at least we have got the first step . mr blair acknowledged some people believed he was too close to the israelis  but said the israelis were entitled to expect palestinians to give up terrorism. he argued that mr sharon was committed to the internationally-agreed roadmap peace plan and said his bid to disengage from gaza had to be part of the peace process  not the end of it. earlier  mr sharon again said he had not seen  the slightest step  the palestinians were working to end terror attacks - though he acknowledged palestinian leaders were in the middle of an election campaign that could be hampering their efforts. before visiting israel  mr blair made a surprise visit to iraq  where he met leaders in baghdad during his first trip to the city. he was briefed on preparations for the national poll  which is scheduled for next month but is threatened by a deadly campaign of insurgent violence. he also flew to basra in southern iraq where british forces are stationed.,politics
